deviceid,newsid,guid,pos,app_version,device_vendor,netmodel,osversion,lng,lat,device_version,lng_lat,deviceid_newsid_mode,deviceid_pos_mode,deviceid_app_version_mode,deviceid_device_vendor_mode,deviceid_netmodel_mode,deviceid_osversion_mode,deviceid_lng_mode,deviceid_lat_mode,deviceid_device_version_mode,deviceid_lng_lat_mode,app_version_count,app_version_deviceid_count_ratio,day_minute,day_second,device_vendor_count,device_vendor_deviceid_count_ratio,device_version_count,device_version_deviceid_count_ratio,deviceid_app_version_count,deviceid_app_version_count_ratio,deviceid_app_version_ent,deviceid_app_version_mode_count,deviceid_app_version_nunique,deviceid_app_version_nunique_ratio_deviceid_count,deviceid_before_count,deviceid_count,deviceid_day_count,deviceid_day_hour_count,deviceid_device_vendor_count,deviceid_device_vendor_count_ratio,deviceid_device_vendor_ent,deviceid_device_vendor_mode_count,deviceid_device_vendor_nunique,deviceid_device_vendor_nunique_ratio_deviceid_count,deviceid_device_version_count,deviceid_device_version_count_ratio,deviceid_device_version_ent,deviceid_device_version_mode_count,deviceid_device_version_nunique,deviceid_device_version_nunique_ratio_deviceid_count,deviceid_first_exposure_ts_gap,deviceid_hour_count,deviceid_last_exposure_ts_gap,deviceid_lat_count,deviceid_lat_count_ratio,deviceid_lat_ent,deviceid_lat_mode_count,deviceid_lat_nunique,deviceid_lat_nunique_ratio_deviceid_count,deviceid_lng_count,deviceid_lng_count_ratio,deviceid_lng_ent,deviceid_lng_lat_count,deviceid_lng_lat_count_ratio,deviceid_lng_lat_ent,deviceid_lng_lat_mode_count,deviceid_lng_lat_nunique,deviceid_lng_lat_nunique_ratio_deviceid_count,deviceid_lng_mode_count,deviceid_lng_nunique,deviceid_lng_nunique_ratio_deviceid_count,deviceid_netmodel_count,deviceid_netmodel_count_ratio,deviceid_netmodel_ent,deviceid_netmodel_mode_count,deviceid_netmodel_nunique,deviceid_netmodel_nunique_ratio_deviceid_count,deviceid_newsid_count,deviceid_newsid_count_ratio,deviceid_newsid_ent,deviceid_newsid_mode_count,deviceid_newsid_nunique,deviceid_newsid_nunique_ratio_deviceid_count,deviceid_next10_exposure_ts_gap,deviceid_next1_exposure_ts_gap,deviceid_next20_exposure_ts_gap,deviceid_next2_exposure_ts_gap,deviceid_next30_exposure_ts_gap,deviceid_next3_exposure_ts_gap,deviceid_next50_exposure_ts_gap,deviceid_next5_exposure_ts_gap,deviceid_next8_exposure_ts_gap,deviceid_next_exposure_ts_gap_mean,deviceid_next_total_hour_count,deviceid_osversion_count,deviceid_osversion_count_ratio,deviceid_osversion_ent,deviceid_osversion_mode_count,deviceid_osversion_nunique,deviceid_osversion_nunique_ratio_deviceid_count,deviceid_pos_count,deviceid_pos_count_ratio,deviceid_pos_ent,deviceid_pos_mode_count,deviceid_pos_nunique,deviceid_pos_nunique_ratio_deviceid_count,deviceid_prev10_exposure_ts_gap,deviceid_prev1_exposure_ts_gap,deviceid_prev20_exposure_ts_gap,deviceid_prev2_exposure_ts_gap,deviceid_prev30_exposure_ts_gap,deviceid_prev3_exposure_ts_gap,deviceid_prev50_exposure_ts_gap,deviceid_prev5_exposure_ts_gap,deviceid_prev8_exposure_ts_gap,deviceid_prev_day_click_count,deviceid_prev_day_count,deviceid_prev_day_ctr,deviceid_prev_day_exposure_click_gap_iqr,deviceid_prev_day_exposure_click_gap_kurt,deviceid_prev_day_exposure_click_gap_max,deviceid_prev_day_exposure_click_gap_mean,deviceid_prev_day_exposure_click_gap_mean_ratio_iqr,deviceid_prev_day_exposure_click_gap_mean_ratio_ptp,deviceid_prev_day_exposure_click_gap_mean_ratio_std,deviceid_prev_day_exposure_click_gap_median,deviceid_prev_day_exposure_click_gap_min,deviceid_prev_day_exposure_click_gap_ptp,deviceid_prev_day_exposure_click_gap_q1,deviceid_prev_day_exposure_click_gap_q3,deviceid_prev_day_exposure_click_gap_skew,deviceid_prev_day_exposure_click_gap_std,deviceid_prev_exposure_ts_gap_mean,deviceid_prev_total_hour_click_count,deviceid_prev_total_hour_count,deviceid_prev_total_hour_ctr,guid_count,hour,hour_second,lat_count,lat_deviceid_count_ratio,lng_count,lng_deviceid_count_ratio,lng_lat_count,lng_lat_deviceid_count_ratio,minute,netmodel_count,netmodel_deviceid_count_ratio,newsid_count,newsid_deviceid_count_ratio,osversion_count,osversion_deviceid_count_ratio,pos_count,pos_deviceid_count_ratio,second,total_hour,label
294,1083,289,2,0,2,1,0,549,548,58,556,142,2,0,2,1,0,2408,2398,58,2460,14011,0.8823,1031,61903,643,1.0,70,1.0,15,0.001071,0.3623,14085,2,0.1177,2,17,1,1,17,0.02644,0,643,1,0.05884,17,0.2428,0,70,1,0.05884,107413579,1,182488747,1,1.0,2.395,17,12,0.706,1,1.0,2.312,1,1.0,2.395,17,12,0.706,17,11,0.647,13,0.003496,0.6777,2817,3,0.1765,1,0.1666,2.834,22,17,1.0,164962060.0,76693320.0,,82928344.0,,94046530.0,,148756100.0,153665600.0,120175320.0,,17,0.002016,0.0,8475,1,0.05884,9,0.001402,0.956,9675,3,0.1765,,105999256.0,,107413576.0,,,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,106706420.0,0.0,0.0,0.0,17,17,703,1,0.05884,1,0.05884,1,0.05884,11,3719,0.7646,6,0.05884,8431,1.0,6420,0.5293,43,41,0
296,1983,291,2,0,1,2,1,551,550,7,558,1207,0,0,1,2,1,551,550,7,558,14011,1.0,1356,81360,6171,1.0,527,1.0,7,0.0004997,0.0,14085,1,0.1428,6,7,5,1,7,0.001134,0,6171,1,0.1428,7,0.01328,0,527,1,0.1428,102608993,1,0,2,1.0,1.352,7,4,0.5713,2,1.0,1.352,2,1.0,1.352,7,4,0.5713,7,4,0.5713,4,0.000259,0.683,16648,2,0.2856,1,1.0,1.946,8,7,1.0,,,,,,,,,,,,7,0.000704,0.0,9944,1,0.1428,3,0.0004673,0.683,7339,2,0.2856,,38652096.0,,49801788.0,,50646004.0,,102602110.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,60425500.0,0.0,0.0,0.0,7,22,2160,2,0.2856,2,0.2856,2,0.2856,36,15452,0.5713,1,0.1428,9948,1.0,6420,0.4285,0,46,0
296,1984,291,2,0,1,2,1,552,551,7,559,1207,0,0,1,2,1,551,550,7,558,14011,1.0,525,31558,6171,1.0,527,1.0,7,0.0004997,0.0,14085,1,0.1428,4,7,5,3,7,0.001134,0,6171,1,0.1428,7,0.01328,0,527,1,0.1428,52807205,3,49801788,1,1.0,1.352,7,4,0.5713,1,1.0,1.352,1,1.0,1.352,7,4,0.5713,7,4,0.5713,4,0.000259,0.683,16648,2,0.2856,1,1.0,1.946,8,7,1.0,,11149693.0,,49801788.0,,,,,,30475740.0,,7,0.000704,0.0,9944,1,0.1428,3,0.0004673,0.683,7339,2,0.2856,,844217.0,,962743.0,,52800320.0,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,18202428.0,0.0,0.0,0.0,7,8,2758,1,0.1428,1,0.1428,1,0.1428,45,15452,0.5713,1,0.1428,9948,1.0,6420,0.4285,58,32,0
296,1985,291,0,0,1,1,1,554,553,7,561,1207,0,0,1,2,1,551,550,7,558,14011,1.0,509,30595,6171,1.0,527,1.0,7,0.0004997,0.0,14085,1,0.1428,2,7,5,3,7,0.001134,0,6171,1,0.1428,7,0.01328,0,527,1,0.1428,51844462,3,50764531,2,1.0,1.352,7,4,0.5713,2,1.0,1.352,2,1.0,1.352,7,4,0.5713,7,4,0.5713,3,0.000807,0.683,16648,2,0.2856,1,1.0,1.946,8,7,1.0,,118526.0,,962743.0,,12112436.0,,,,4397901.5,,7,0.000704,0.0,9944,1,0.1428,4,0.000746,0.683,7339,2,0.2856,,51837580.0,,51844464.0,,,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,51841020.0,0.0,0.0,0.0,7,8,1795,2,0.2856,2,0.2856,2,0.2856,29,3719,0.4285,1,0.1428,9948,1.0,5364,0.5713,55,32,0
296,1987,291,0,0,1,1,1,554,553,7,561,1207,0,0,1,2,1,551,550,7,558,14011,1.0,511,30714,6171,1.0,527,1.0,7,0.0004997,0.0,14085,1,0.1428,3,7,5,3,7,0.001134,0,6171,1,0.1428,7,0.01328,0,527,1,0.1428,51962988,3,50646005,2,1.0,1.352,7,4,0.5713,2,1.0,1.352,2,1.0,1.352,7,4,0.5713,7,4,0.5713,3,0.000807,0.683,16648,2,0.2856,1,1.0,1.946,8,7,1.0,,844217.0,,11993910.0,,50646004.0,,,,21161378.0,,7,0.000704,0.0,9944,1,0.1428,4,0.000746,0.683,7339,2,0.2856,,118526.0,,51956104.0,,51962988.0,,,,0.0,2.0,0.0,,,,,,,,,,,,,,,34679210.0,0.0,0.0,0.0,7,8,1914,2,0.2856,2,0.2856,2,0.2856,31,3719,0.4285,1,0.1428,9948,1.0,5364,0.5713,54,32,0
296,1988,291,0,0,1,1,1,551,550,7,558,1207,0,0,1,2,1,551,550,7,558,14011,1.0,711,42708,6171,1.0,527,1.0,7,0.0004997,0.0,14085,1,0.1428,5,7,5,1,7,0.001134,0,6171,1,0.1428,7,0.01328,0,527,1,0.1428,63956898,1,38652095,2,1.0,1.352,7,4,0.5713,2,1.0,1.352,2,1.0,1.352,7,4,0.5713,7,4,0.5713,3,0.000807,0.683,16648,2,0.2856,1,1.0,1.946,8,7,1.0,,38652096.0,,,,,,,,38652096.0,,7,0.000704,0.0,9944,1,0.1428,4,0.000746,0.683,7339,2,0.2856,,11149693.0,,11993910.0,,12112436.0,,63956896.0,,0.0,2.0,0.0,,,,,,,,,,,,,,,24803234.0,0.0,0.0,0.0,7,11,3108,2,0.2856,2,0.2856,2,0.2856,51,3719,0.4285,1,0.1428,9948,1.0,5364,0.5713,48,35,0
300,1997,294,2,0,0,2,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1117,67034,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,13,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,110844493,17,183458624,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,76506310.0,425559.0,78280140.0,476437.0,130836940.0,679341.0,174124860.0,1963943.0,44876144.0,56463300.0,3.0,77,0.00913,0.0,8475,1,0.012985,18,0.002804,1.872,9675,8,0.1039,110418380.0,12981.0,,186160.0,,887680.0,,1762478.0,40961890.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,25704928.0,0.0,0.0,0.0,77,18,2234,8,0.1039,8,0.1039,8,0.1039,37,15452,0.844,1,0.012985,8431,1.0,6420,0.2338,14,42,1
300,1999,294,4,0,0,2,0,558,557,142,565,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1137,68262,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,17,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,112073094,17,182230023,10,1.0,2.252,77,14,0.1818,4,1.0,2.275,4,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,76107570.0,735342.0,127371020.0,736160.0,147024770.0,822752.0,175491020.0,44253736.0,75665560.0,72023100.0,3.0,77,0.00913,0.0,8475,1,0.012985,11,0.008736,1.872,9675,8,0.1039,42103204.0,549260.0,,752164.0,,803042.0,,1241582.0,2165528.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,7935797.0,0.0,0.0,0.0,77,18,3462,10,0.1299,4,0.05194,4,0.05194,57,15452,0.844,1,0.012985,8431,1.0,1259,0.1428,42,42,1
300,2000,294,4,0,0,2,0,558,557,142,565,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1149,68999,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,19,77,16,3,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,112809254,14,181493863,10,1.0,2.252,77,14,0.1818,4,1.0,2.275,4,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,75701740.0,86592.0,126842180.0,42911380.0,146383630.0,43517576.0,174867420.0,74567700.0,75371410.0,84472184.0,,77,0.00913,0.0,8475,1,0.012985,11,0.008736,1.872,9675,8,0.1039,2901688.0,818.0,,736160.0,,1285420.0,,1539202.0,2150921.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,1435701.5,5.0,10.0,0.2068,77,19,599,10,0.1299,4,0.05194,4,0.05194,9,15452,0.844,1,0.012985,8431,1.0,1259,0.1428,59,43,1
300,2001,294,2,0,0,2,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1124,67459,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,14,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,111270052,17,183033065,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,76106900.0,50878.0,77903210.0,253782.0,130506510.0,803042.0,176068670.0,1539202.0,45056780.0,56476550.0,3.0,77,0.00913,0.0,8475,1,0.012985,18,0.002804,1.872,9675,8,0.1039,75604090.0,425559.0,,438540.0,,611719.0,,1362486.0,41329816.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,19962034.0,0.0,0.0,0.0,77,18,2659,8,0.1039,8,0.1039,8,0.1039,44,15452,0.844,1,0.012985,8431,1.0,6420,0.2338,19,42,0
300,2003,294,2,0,0,1,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1114,66848,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,11,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,110658333,17,183644784,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,12,0.003227,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,45062304.0,173179.0,78213170.0,186160.0,129094850.0,611719.0,173521540.0,865501.0,2150921.0,47764372.0,3.0,77,0.00913,0.0,8475,1,0.012985,18,0.002804,1.872,9675,8,0.1039,110609700.0,701520.0,,750767.0,,1576318.0,,40718096.0,110232220.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,44098104.0,0.0,0.0,0.0,77,18,2048,8,0.1039,8,0.1039,8,0.1039,34,3719,0.1559,1,0.012985,8431,1.0,6420,0.2338,8,42,0
300,2004,294,1,0,0,1,0,560,559,142,567,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,434,26072,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,5,77,16,3,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,69882604,7,224420513,1,1.0,2.252,77,14,0.1818,1,1.0,2.275,1,1.0,2.373,77,16,0.2078,77,15,0.1948,12,0.003227,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,41438330.0,57634.0,117856050.0,87285.0,169561150.0,39199412.0,189737200.0,40074210.0,40961890.0,70997016.0,,77,0.00913,0.0,8475,1,0.012985,14,0.003422,1.872,9675,8,0.1039,,34216636.0,,69456490.0,,69456490.0,,69882610.0,,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,60753056.0,0.0,0.0,0.0,77,7,872,1,0.012985,1,0.012985,1,0.012985,14,3719,0.1559,1,0.012985,8431,1.0,4092,0.1818,32,31,0
300,2006,294,5,0,0,2,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1128,67713,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,16,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,111523834,17,182779283,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,76560270.0,549260.0,127920070.0,1284602.0,130689336.0,1285420.0,176009260.0,44196800.0,75853120.0,70483130.0,3.0,77,0.00913,0.0,8475,1,0.012985,10,0.006073,1.872,9675,8,0.1039,41583596.0,202904.0,,253782.0,,679341.0,,865501.0,2441819.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,7671157.0,0.0,0.0,0.0,77,18,2913,8,0.1039,8,0.1039,8,0.1039,48,15452,0.844,1,0.012985,8431,1.0,1647,0.1299,33,42,1
300,2007,294,1,0,0,2,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1125,67510,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,15,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,111320930,17,182982187,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,76417720.0,202904.0,128122830.0,752164.0,130524210.0,1487506.0,176211710.0,1574916.0,76029880.0,65702650.0,3.0,77,0.00913,0.0,8475,1,0.012985,14,0.003422,1.872,9675,8,0.1039,41438330.0,50878.0,,476437.0,,489418.0,,1364117.0,41351040.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,14195036.0,0.0,0.0,0.0,77,18,2710,8,0.1039,8,0.1039,8,0.1039,45,15452,0.844,1,0.012985,8431,1.0,4092,0.1818,10,42,1
300,2009,294,5,0,0,2,0,558,557,142,565,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1149,68998,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,18,77,16,3,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,112808436,14,181494681,10,1.0,2.252,77,14,0.1818,4,1.0,2.275,4,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,75515100.0,818.0,126789240.0,87410.0,146295490.0,42912200.0,174859360.0,74542370.0,75275670.0,79586410.0,,77,0.00913,0.0,8475,1,0.012985,10,0.006073,1.872,9675,8,0.1039,3726421.0,735342.0,,1284602.0,,1487506.0,,1963943.0,2851623.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,2008239.5,5.0,10.0,0.2068,77,19,598,10,0.1299,4,0.05194,4,0.05194,9,15452,0.844,1,0.012985,8431,1.0,1647,0.1299,58,43,1
300,2010,294,0,0,0,2,0,558,557,142,565,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1151,69085,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,20,77,16,3,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,112895846,14,181407271,10,1.0,2.252,77,14,0.1818,4,1.0,2.275,4,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,75822540.0,42824788.0,126835370.0,43430984.0,146443460.0,74454960.0,174782780.0,74842810.0,75427690.0,92762820.0,,77,0.00913,0.0,8475,1,0.012985,15,0.002796,1.872,9675,8,0.1039,2939033.0,86592.0,112895850.0,87410.0,,822752.0,,1574916.0,2064334.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,17210126.0,5.0,10.0,0.2068,77,19,685,10,0.1299,4,0.05194,4,0.05194,11,15452,0.844,1,0.012985,8431,1.0,5364,0.1948,25,43,0
300,2016,294,3,0,0,2,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1117,67021,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,12,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,110831512,17,183471605,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,45495320.0,12981.0,78168960.0,438540.0,130766744.0,489418.0,173597440.0,1241582.0,2064334.0,48030590.0,3.0,77,0.00913,0.0,8475,1,0.012985,5,0.006126,1.872,9675,8,0.1039,110405400.0,173179.0,,874699.0,,923946.0,,40861624.0,75165544.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,38067400.0,0.0,0.0,0.0,77,18,2221,8,0.1039,8,0.1039,8,0.1039,37,15452,0.844,1,0.012985,8431,1.0,816,0.06494,1,42,0
300,2019,294,0,0,0,2,0,2,2,142,2,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1087,65271,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,8,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,109082015,17,185221102,1,0.0003734,2.252,77,14,0.1818,1,0.0003734,2.275,1,0.0003734,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,3726421.0,825551.0,79241520.0,874798.0,130515660.0,1576318.0,174391890.0,1762478.0,2441819.0,43928496.0,3.0,77,0.00913,0.0,8475,1,0.012985,15,0.002796,1.872,9675,8,0.1039,,39112130.0,,39141776.0,,39199412.0,,108655900.0,109082020.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,67038250.0,0.0,0.0,0.0,77,18,471,2678,0.012985,2678,0.012985,2678,0.012985,7,15452,0.844,1,0.012985,8431,1.0,5364,0.1948,51,42,1
300,2020,294,4,0,0,2,0,563,562,142,570,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,435,26130,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,6,77,16,3,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,69940238,7,224362879,2,1.0,2.252,77,14,0.1818,2,1.0,2.275,2,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,41583596.0,29651.0,118143870.0,39141776.0,169503660.0,39967330.0,189839790.0,40718096.0,41329816.0,75584180.0,,77,0.00913,0.0,8475,1,0.012985,11,0.008736,1.872,9675,8,0.1039,,57634.0,,34274270.0,,69514130.0,,69891600.0,,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,43434410.0,0.0,0.0,0.0,77,7,930,2,0.02597,2,0.02597,2,0.02597,15,15452,0.844,1,0.012985,8431,1.0,1259,0.1428,30,31,1
300,2023,294,0,0,0,1,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1101,66097,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,9,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,109907566,17,184395551,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,12,0.003227,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,2901688.0,49247.0,78603430.0,750767.0,129743870.0,923946.0,173579250.0,1362486.0,2165528.0,43342244.0,3.0,77,0.00913,0.0,8475,1,0.012985,15,0.002796,1.872,9675,8,0.1039,,825551.0,,39937676.0,,39967330.0,,74241600.0,109858930.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,52966216.0,0.0,0.0,0.0,77,18,1297,8,0.1039,8,0.1039,8,0.1039,21,3719,0.1559,1,0.012985,8431,1.0,5364,0.1948,37,42,0
300,2025,294,3,0,0,2,0,563,562,142,570,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,435,26159,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,7,77,16,3,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,69969889,7,224333228,2,1.0,2.252,77,14,0.1818,2,1.0,2.275,2,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,42103204.0,39112130.0,118210776.0,39937676.0,169474220.0,39986924.0,213475780.0,40861624.0,41351040.0,82723704.0,,77,0.00913,0.0,8475,1,0.012985,5,0.006126,1.872,9675,8,0.1039,,29651.0,,87285.0,,34303920.0,,69543780.0,,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,25991158.0,0.0,0.0,0.0,77,7,959,2,0.02597,2,0.02597,2,0.02597,15,15452,0.844,1,0.012985,8431,1.0,816,0.06494,59,31,1
300,2029,294,4,0,0,2,0,556,555,142,563,1998,2,0,0,2,0,2414,2405,142,2467,14011,1.0,1102,66146,3038,1.0,84,1.0,77,0.005497,0.0,14085,1,0.012985,10,77,16,10,77,0.02534,0,3038,1,0.012985,77,0.9165,0,84,1,0.012985,109956813,17,184346304,8,1.0,2.252,77,14,0.1818,8,1.0,2.275,8,1.0,2.373,77,16,0.2078,77,15,0.1948,65,0.004208,0.4326,16648,2,0.02597,1,1.0,4.324,77,76,0.987,2939033.0,701520.0,78761576.0,874699.0,129774400.0,887680.0,173730140.0,1364117.0,2851623.0,43542756.0,3.0,77,0.00913,0.0,8475,1,0.012985,11,0.008736,1.872,9675,8,0.1039,109956820.0,49247.0,,874798.0,,39986924.0,,40074210.0,109530700.0,3.0,5.0,0.09125,41559.5,-1.5,85740.0,58033.668,1.3963996171951294,0.6981998085975647,1.209,85740.0,2621.0,83119.0,44180.5,85740.0,-1.732,47988.777,50078780.0,0.0,0.0,0.0,77,18,1346,8,0.1039,8,0.1039,8,0.1039,22,15452,0.844,1,0.012985,8431,1.0,1259,0.1428,26,42,1
