label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0.02702702702702703,0.0016655562958027982,0.02664298401420959,0.24137931034482757,0.0004848886234485042,0.03276353276353276,0.0033222591362126247,0.673469387755102,0.031914893617021274,0.3333333333333333,0.03125,0.0,0.30392156862745096,7,31,129,57,1,4,105,2,1,30,5,111,1,7,167,123,8,125,5,1,19,0,1,31,8,27
1,0.0,0.021652231845436375,0.0010657193605683837,0.08045977011494253,0.02906769321136216,0.01804368471035138,0.013289036544850499,0.32653061224489793,0.024177949709864605,0.0,0.09375,0.0,0.16666666666666666,0,52,67,68,1,5,136,7,1,30,143,5,56,1,76,79,0,111,0,0,126,0,1,88,0,0
0,0.0,0.00033311125916055963,0.0007104795737122557,0.0,0.008509204013931676,0.0,0.026578073089700997,0.0,0.0,0.0,0.03125,0.0,0.0,11,5,28,7,6,0,177,7,1,116,82,55,28,7,57,153,8,40,10,3,115,0,0,21,16,25
0,0.0,0.0006662225183211193,0.0017761989342806393,0.0,0.023136677487961554,0.23266856600189934,0.03322259136212625,0.26530612244897955,0.13539651837524178,0.0,0.03125,0.0,0.00980392156862745,8,58,110,151,6,4,156,1,1,30,81,130,0,7,13,88,8,60,0,0,108,3,0,91,0,0
1,0.0,0.017988007994670218,0.006039076376554174,0.04597701149425287,0.0029901465112657758,0.041310541310541314,0.0033222591362126247,0.1020408163265306,0.010638297872340425,0.0,0.03125,0.0,0.0392156862745098,0,19,97,109,4,5,107,1,1,80,158,45,61,7,3,70,8,126,5,3,120,0,0,113,1,67
0,0.0,0.00033311125916055963,0.002486678507992895,0.16091954022988506,0.0073935659616070695,0.3067426400759734,0.0,0.7551020408163265,0.41779497098646035,0.0,0.0,0.0,0.13725490196078433,2,65,80,151,1,6,1,1,1,50,101,51,118,7,137,147,8,114,0,0,117,5,0,91,0,0
0,0.02702702702702703,0.0006662225183211193,0.00497335701598579,0.011494252873563218,0.000232588851898063,0.0004748338081671415,0.013289036544850499,0.02040816326530612,0.030947775628626693,0.3333333333333333,0.03125,0.0,0.00980392156862745,0,30,83,113,5,0,47,1,1,34,90,29,50,1,150,154,8,61,5,2,75,0,0,35,1,24
0,0.08108108108108109,0.0006662225183211193,0.008880994671403197,0.10344827586206896,0.0027516443834719995,0.01851851851851852,0.016611295681063124,0.6530612244897959,0.035783365570599614,0.0,0.0625,0.0,0.09803921568627451,0,81,139,140,1,2,38,1,1,124,156,39,39,1,152,162,4,28,0,0,85,0,1,58,0,0
0,0.0,0.00033311125916055963,0.01314387211367673,0.11494252873563218,2.9566379478567328e-05,0.0,0.0,0.2040816326530612,0.009671179883945842,0.0,0.0,0.0,0.09803921568627451,0,57,150,100,1,5,158,2,1,30,23,37,117,0,0,82,5,55,38,2,13,0,0,52,3,28
0,0.0,0.00033311125916055963,0.0014209591474245115,0.0,0.022734574727053036,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0,0.0,0.0,6,44,53,11,1,5,79,2,1,30,79,65,85,0,101,30,1,116,5,2,62,3,0,108,10,43
0,0.0,0.16622251832111926,0.0,0.0,0.0001813404608018796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,55,169,26,5,5,87,1,1,30,49,168,54,7,54,138,5,59,0,0,103,0,7,25,0,0
1,0.21621621621621623,0.002664890073284477,0.007104795737122557,0.09195402298850575,9.85545982618911e-06,0.010446343779677113,0.5714285714285714,0.42857142857142855,0.5493230174081238,0.3333333333333333,0.65625,0.0,0.0,0,24,99,156,1,4,25,2,1,129,77,91,62,2,75,155,8,34,5,1,53,0,0,123,18,48
0,0.0,0.0016655562958027982,0.00035523978685612787,0.011494252873563218,0.0005321948306142119,0.08072174738841406,0.0033222591362126247,0.3877551020408163,0.1895551257253385,0.0,0.03125,0.0,0.00980392156862745,7,29,146,117,1,5,150,1,1,33,153,152,122,5,83,87,8,90,0,0,1,0,3,32,0,0
0,0.0,0.002331778814123917,0.018472468916518648,0.1724137931034483,0.0007549282226860858,0.0,0.0,0.42857142857142855,0.020309477756286266,0.0,0.0,0.0,0.14705882352941177,0,5,92,2,1,6,176,1,1,30,82,164,28,7,57,93,5,40,5,3,23,0,0,50,16,80
0,0.0,0.019320453031312457,0.0007104795737122557,0.06896551724137931,0.0033173477774952544,0.26115859449192785,0.016611295681063124,0.9795918367346939,0.3984526112185687,0.0,0.03125,0.0,1.0,6,74,170,6,1,4,32,1,1,30,86,169,146,1,56,161,7,96,16,2,168,0,0,41,6,71
0,0.0,0.030313124583610924,0.0,0.0,0.002867938809421031,0.0,0.0,0.12244897959183673,0.009671179883945842,0.0,0.0,0.0,0.0196078431372549,0,41,146,117,1,4,39,4,1,30,156,152,39,1,130,87,5,22,0,0,1,0,1,32,0,0
0,0.0,0.009993337774816789,0.0014209591474245115,0.04597701149425287,0.02413602111433713,0.0,0.0,0.3877551020408163,0.07059961315280465,0.0,0.0,0.0,0.0392156862745098,0,21,146,117,6,4,98,7,1,136,126,152,26,7,151,87,0,115,0,0,1,0,0,32,0,0
0,0.08108108108108109,0.0,0.0010657193605683837,0.022988505747126436,0.0005617612100927793,0.002374169040835708,0.019933554817275746,0.16326530612244897,0.029013539651837523,0.3333333333333333,0.125,0.0,0.049019607843137254,0,43,144,142,1,4,173,1,1,30,159,144,46,11,160,73,0,103,0,0,162,0,1,66,0,0
1,0.0,0.000999333777481679,0.0010657193605683837,0.0,0.010034829195025751,0.0,0.019933554817275746,0.0,0.0029013539651837525,0.0,0.15625,0.0,0.0,9,30,17,10,11,0,21,1,1,95,47,61,89,7,91,61,0,61,8,1,153,0,0,35,1,24
0,0.0,0.02631578947368421,0.002841918294849023,0.0,0.06938835045226704,0.40503323836657174,0.006644518272425249,0.0,0.09477756286266925,0.0,0.03125,0.0,0.0,0,70,149,66,1,5,77,1,1,85,92,26,41,7,60,95,0,17,0,0,161,3,0,47,0,0
1,1.0,0.0379746835443038,1.0,0.05747126436781609,3.942183930475644e-06,0.0014245014245014246,0.08637873754152824,0.9999999999999999,0.07543520309477757,0.0,0.03125,0.0,0.029411764705882353,0,72,127,152,1,4,8,1,1,140,62,84,19,7,28,114,8,65,5,1,125,1,0,61,9,62
0,0.13513513513513514,0.0006662225183211193,0.00994671403197158,0.25287356321839083,2.1682011617616042e-05,0.011396011396011397,0.016611295681063124,0.44897959183673464,0.02127659574468085,1.0,0.09375,0.0,0.20588235294117646,0,50,85,111,1,0,126,7,1,30,163,48,24,0,146,105,8,42,15,2,39,0,0,119,18,44
0,0.0,0.00033311125916055963,0.00035523978685612787,0.3793103448275862,0.023207636798710116,0.0,0.0,0.02040816326530612,0.48549323017408125,0.0,0.0,0.0,0.3235294117647059,9,15,9,47,6,4,148,1,1,30,112,105,27,1,42,67,5,120,0,0,35,3,0,59,0,0
0,0.0,0.0006662225183211193,0.00497335701598579,0.034482758620689655,0.005929044631435368,0.007122507122507123,0.019933554817275746,0.1020408163265306,0.1411992263056093,0.0,0.09375,0.0,0.029411764705882353,11,61,128,150,1,4,180,1,1,94,148,66,94,1,81,156,8,8,5,1,68,0,8,115,11,82
1,0.0,0.0006662225183211193,0.009591474245115453,0.4367816091954023,0.002954666855891495,0.03466286799620133,0.046511627906976744,0.7142857142857142,0.2601547388781431,0.0,0.125,0.0,0.37254901960784315,16,1,125,53,6,6,66,1,1,22,63,20,51,1,162,163,8,52,0,0,45,0,2,112,0,0
0,0.0,0.001998667554963358,0.015630550621669625,0.04597701149425287,0.02393496973388287,0.0,0.0,0.08163265306122448,0.0038684719535783366,0.0,0.0,0.0,0.0392156862745098,0,19,12,99,1,2,164,1,0,30,61,108,36,1,155,78,5,39,5,1,139,3,1,1,1,26
1,0.08108108108108109,0.000999333777481679,0.01314387211367673,1.0,0.00037450747339518617,0.042735042735042736,0.009966777408637873,0.9999999999999999,0.0851063829787234,0.6666666666666666,0.0625,0.0,0.8627450980392157,11,18,0,0,5,0,156,1,1,30,81,0,0,1,85,0,7,73,0,0,0,0,0,0,0,0
0,0.0,0.002998001332445037,0.002841918294849023,0.05747126436781609,0.05057821982800251,0.0,0.0,0.061224489795918366,0.004835589941972921,0.0,0.0,0.0,0.049019607843137254,0,55,169,26,1,4,6,1,1,30,140,168,18,7,17,138,1,94,0,0,103,0,0,25,0,0
0,0.0,0.00033311125916055963,0.012433392539964476,0.04597701149425287,0.00037450747339518617,0.04036087369420703,0.14285714285714285,0.36734693877551017,0.17117988394584138,0.0,0.09375,0.14285714285714285,0.0784313725490196,0,11,29,104,8,4,60,1,1,124,89,25,21,1,7,80,4,24,5,2,100,0,0,95,1,37
1,0.05405405405405406,0.0006662225183211193,0.00674955595026643,0.22988505747126436,1.971091965237822e-06,0.009496676163342831,0.006644518272425249,0.2857142857142857,0.019342359767891684,0.3333333333333333,0.03125,0.0,0.11764705882352941,11,2,111,106,6,6,91,1,1,108,121,40,2,8,80,13,0,64,28,1,94,0,0,12,16,89
0,0.02702702702702703,0.6162558294470354,0.0014209591474245115,0.0,5.519057502665901e-05,0.0,0.0033222591362126247,0.0,0.0,0.3333333333333333,0.03125,0.0,0.0,21,89,81,21,6,0,73,1,1,42,46,86,113,7,93,106,0,35,19,1,82,0,0,35,7,16
0,0.0,0.021985343104596933,0.0,0.08045977011494253,0.020392917472350506,0.03181386514719848,0.0033222591362126247,0.32653061224489793,0.06479690522243714,0.0,0.03125,0.0,0.06862745098039216,16,39,82,128,6,4,169,7,1,126,1,115,144,1,169,40,7,102,0,0,150,0,5,87,0,0
0,0.1891891891891892,0.05496335776149234,0.011722912966252219,0.13793103448275862,0.00016557172507997703,0.029914529914529916,0.026578073089700997,0.3877551020408163,0.017408123791102514,0.3333333333333333,0.0625,0.0,0.1764705882352941,15,35,16,84,1,4,168,1,1,94,15,64,44,2,140,42,8,95,12,3,34,0,0,26,11,64
0,0.0,0.0036642238507661557,0.0017761989342806393,0.034482758620689655,0.017568342686164706,0.032288698955365625,0.006644518272425249,0.8571428571428571,0.16247582205029013,0.0,0.0625,0.0,0.029411764705882353,11,10,41,134,1,4,28,1,1,135,104,32,81,9,135,128,3,117,39,2,71,0,2,97,15,75
0,0.0,0.005329780146568954,0.0031971580817051507,0.011494252873563218,0.040511853161532954,0.0,0.0,0.24489795918367346,0.0,0.0,0.0,0.0,0.0392156862745098,0,8,70,37,6,5,139,1,1,30,97,163,29,7,58,2,0,100,0,0,37,0,6,3,0,0
0,0.0,0.0,0.0,0.0,0.003033510534501008,0.054605887939221276,0.05647840531561462,0.4081632653061224,0.26692456479690524,0.0,0.15625,0.0,0.0,11,13,107,93,1,3,40,7,1,125,109,9,11,7,104,116,8,69,33,3,29,0,0,64,11,12
0,0.0,0.0013324450366422385,0.0,0.05747126436781609,0.003784496573256618,0.010446343779677113,0.16611295681063123,0.1020408163265306,0.09477756286266925,0.0,0.125,0.0,0.049019607843137254,11,21,146,117,1,4,121,7,1,87,52,152,131,7,124,87,4,54,0,0,1,0,6,32,0,0
0,0.05405405405405406,0.00033311125916055963,0.0021314387211367673,0.022988505747126436,0.00013797643756664754,0.004748338081671416,0.823920265780731,0.02040816326530612,1.0,0.3333333333333333,1.0,0.0,0.0196078431372549,0,24,159,4,1,4,25,1,1,57,77,7,62,1,70,85,8,34,5,1,43,0,0,80,18,48
1,0.0,0.0006662225183211193,0.0035523978685612786,0.06896551724137931,0.02299278777449919,0.0,0.0,0.2040816326530612,0.005802707930367505,0.0,0.0,0.0,0.058823529411764705,0,18,88,9,1,0,17,1,1,30,17,74,20,8,136,119,1,27,0,0,134,0,0,12,0,0
0,0.32432432432432434,0.0006662225183211193,0.00035523978685612787,0.1724137931034483,0.0010801583969503265,0.011396011396011397,0.03986710963455149,0.36734693877551017,0.019342359767891684,0.6666666666666666,0.0625,0.0,0.1568627450980392,0,9,76,48,1,4,181,1,1,90,65,3,78,1,113,101,8,89,0,0,57,0,0,70,0,0
1,0.0,0.05096602265156562,0.0010657193605683837,0.034482758620689655,0.003640606859794257,0.045584045584045586,0.03986710963455149,0.12244897959183673,0.010638297872340425,0.0,0.03125,0.0,0.029411764705882353,0,30,74,64,6,4,29,13,1,110,98,120,129,7,91,18,8,61,5,3,102,0,8,35,1,24
0,0.0,0.0006662225183211193,0.0031971580817051507,0.0,0.012676092428444433,0.06457739791073125,0.006644518272425249,0.12244897959183673,0.09477756286266925,0.0,0.03125,0.0,0.0196078431372549,0,38,103,92,5,0,76,17,1,4,6,68,163,5,52,36,8,70,5,3,133,0,0,77,5,10
0,0.0,0.0,0.0,0.0,0.04069516471430007,0.0,0.0,0.1020408163265306,0.007736943907156673,0.0,0.0,0.0,0.0,18,5,5,123,1,0,57,1,1,81,137,165,59,2,148,20,8,40,5,1,44,0,0,35,16,45
0,0.0,0.004996668887408394,0.0010657193605683837,0.022988505747126436,0.6032251006735221,0.0,0.0,0.04081632653061224,0.10154738878143134,0.0,0.0,0.0,0.0196078431372549,11,5,143,61,6,0,145,14,0,104,93,114,99,1,38,149,7,40,7,2,159,0,0,81,16,22
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18,0,0,6,4,171,9,0,30,170,0,121,1,71,0,2,10,0,0,0,5,7,0,0,0
1,0.02702702702702703,0.000999333777481679,0.0021314387211367673,0.022988505747126436,1.5768735721902575e-05,0.004273504273504274,0.0033222591362126247,0.04081632653061224,0.0019342359767891683,0.3333333333333333,0.03125,0.0,0.0196078431372549,0,91,64,125,4,4,2,7,1,49,37,135,10,2,61,32,8,86,5,2,155,0,2,69,17,14
0,0.0,0.005996002664890074,0.012078152753108348,0.12643678160919541,0.0035164280659842743,0.023741690408357077,0.0033222591362126247,0.5102040816326531,0.09864603481624758,0.0,0.03125,0.0,0.10784313725490197,11,85,171,80,1,5,16,1,1,21,172,2,105,13,94,137,8,29,4,2,21,0,3,35,4,24
0,0.0,0.0006662225183211193,0.002486678507992895,0.09195402298850575,0.008871884935535436,0.08736942070275404,0.006644518272425249,0.08163265306122448,0.17794970986460348,0.0,0.03125,0.0,0.45098039215686275,0,35,94,17,6,4,82,1,1,13,14,101,48,7,69,28,0,95,21,3,65,0,6,14,11,3
0,0.0,0.06129247168554297,0.0010657193605683837,0.034482758620689655,0.011388969375144135,0.0,0.0,0.061224489795918366,0.008704061895551257,0.0,0.0,0.0,0.029411764705882353,6,72,6,88,1,3,155,7,1,30,168,92,3,1,100,66,5,65,5,1,26,0,7,27,9,2
0,0.0,0.004663557628247835,0.0010657193605683837,0.11494252873563218,9.461241433141544e-05,0.007597340930674264,0.036544850498338874,0.2040816326530612,0.1576402321083172,0.0,0.09375,0.0,0.058823529411764705,0,25,65,54,1,4,127,16,1,46,68,85,92,1,68,58,8,13,5,1,132,0,1,38,16,66
0,0.0,0.0006662225183211193,0.008880994671403197,0.25287356321839083,0.07770832963753589,0.03133903133903134,0.0033222591362126247,0.5714285714285714,0.058027079303675046,0.0,0.0,0.0,0.28431372549019607,9,60,162,40,1,4,125,7,1,52,167,125,147,1,2,98,4,58,6,2,27,0,8,30,2,85
0,0.0,0.0006662225183211193,0.004618117229129662,0.034482758620689655,0.011128785235732743,0.023266856600189935,0.009966777408637873,0.061224489795918366,0.05705996131528047,0.0,0.03125,0.0,0.029411764705882353,16,33,43,145,1,5,75,0,1,99,134,95,8,1,131,104,3,97,5,1,15,3,0,32,17,15
1,0.0,0.0006662225183211193,0.0007104795737122557,0.022988505747126436,0.0035381100776018903,0.001899335232668566,0.0033222591362126247,0.04081632653061224,0.0019342359767891683,0.0,0.03125,0.0,0.0196078431372549,0,18,132,5,1,0,95,1,1,30,106,31,101,1,47,131,7,33,0,0,73,0,0,72,0,0
1,0.02702702702702703,0.000999333777481679,0.2142095914742451,0.12643678160919541,3.942183930475644e-06,0.0052231718898385565,0.006644518272425249,0.22448979591836732,0.010638297872340425,0.3333333333333333,0.0625,0.0,0.10784313725490197,0,35,163,30,6,4,122,1,1,71,169,60,90,2,140,111,0,95,35,3,160,0,2,92,11,46
1,0.24324324324324326,0.0006662225183211193,0.013854351687388987,0.06896551724137931,9.461241433141544e-05,0.006647673314339981,0.04318936877076412,0.6122448979591836,0.06576402321083172,0.6666666666666666,0.125,0.0,0.058823529411764705,21,30,79,55,6,6,118,1,1,24,90,134,50,1,150,92,8,61,13,3,86,5,0,35,1,24
0,0.02702702702702703,0.0043304463690872754,0.0014209591474245115,0.022988505747126436,9.85545982618911e-06,0.0014245014245014246,0.08305647840531562,0.3877551020408163,0.109284332688588,0.3333333333333333,0.0625,0.2857142857142857,0.0196078431372549,11,62,11,74,6,4,56,1,1,30,116,166,66,7,99,103,6,78,5,1,81,0,0,3,3,48
0,0.0,0.00033311125916055963,0.007460035523978685,0.05747126436781609,0.00564717848040636,0.0,0.0,0.6326530612244897,0.0009671179883945841,0.0,0.0,0.0,0.30392156862745096,19,19,2,58,1,4,7,1,1,48,43,8,95,1,165,59,8,36,5,2,124,0,2,113,16,67
0,0.0,0.0,0.023445825932504438,0.3333333333333333,0.005795010377799196,0.041310541310541314,0.2292358803986711,0.7142857142857142,0.0793036750483559,0.0,0.15625,0.0,0.3137254901960784,11,10,38,89,5,4,166,1,1,15,123,59,42,2,158,25,4,117,40,2,48,0,2,120,15,8
1,0.0,0.12358427714856762,0.0,0.034482758620689655,0.0007036798315899024,0.0,0.0,0.08163265306122448,0.004835589941972921,0.0,0.0,0.0,0.029411764705882353,11,15,118,135,6,0,175,2,1,128,127,119,128,1,42,47,7,120,0,0,96,0,0,59,0,0
0,0.0,0.07928047968021319,0.00035523978685612787,0.011494252873563218,0.009104473787433499,0.025166191832858502,0.05647840531561462,0.32653061224489793,0.26305609284332687,0.0,0.03125,0.0,0.00980392156862745,25,50,160,6,1,2,147,4,1,78,120,110,102,1,63,14,4,85,18,3,91,3,2,41,18,71
0,0.0,0.00033311125916055963,0.0007104795737122557,0.034482758620689655,0.020355466725010988,0.3076923076923077,0.036544850498338874,0.061224489795918366,0.12282398452611219,0.0,0.09375,0.0,0.029411764705882353,6,39,117,128,1,4,135,15,1,92,128,118,111,7,16,89,8,102,0,0,140,0,6,87,0,0
1,0.0,0.0013324450366422385,0.0,0.27586206896551724,0.003652433411585684,0.017094017094017096,0.03322259136212625,0.18367346938775508,0.16924564796905223,0.0,0.0625,0.0,0.23529411764705882,0,18,8,13,1,4,64,1,1,3,12,88,55,7,78,91,8,41,0,0,14,0,0,54,0,0
0,0.10810810810810811,0.0006662225183211193,0.0007104795737122557,0.1954022988505747,1.3797643756664753e-05,0.001899335232668566,0.013289036544850499,0.36734693877551017,0.017408123791102514,0.3333333333333333,0.03125,0.42857142857142855,0.029411764705882353,0,6,82,128,5,5,146,1,1,30,55,115,116,1,122,40,3,18,0,0,150,0,1,87,0,0
0,0.0,0.0036642238507661557,0.00035523978685612787,0.0,0.011394882651039849,0.0778727445394112,0.016611295681063124,0.12244897959183673,0.15473887814313347,0.0,0.15625,0.0,0.049019607843137254,16,82,119,14,6,4,14,1,1,55,95,21,125,2,15,76,8,81,0,0,56,0,0,67,0,0
0,0.0,0.000999333777481679,0.0007104795737122557,0.034482758620689655,0.0066603197505386005,0.0,0.0,0.1020408163265306,0.0038684719535783366,0.0,0.0,0.0,0.029411764705882353,1,13,24,101,1,5,143,6,1,30,36,28,97,2,34,125,5,69,41,2,89,5,7,93,16,63
0,0.0,0.0006662225183211193,0.002486678507992895,0.13793103448275862,0.005934957907331082,0.05982905982905983,0.016611295681063124,0.836734693877551,0.11702127659574468,0.0,0.0625,0.0,0.11764705882352941,21,78,82,128,5,6,83,1,1,138,80,115,108,7,107,40,8,56,0,0,150,0,1,87,0,0
1,0.05405405405405406,0.0006662225183211193,0.0010657193605683837,0.011494252873563218,0.00012417879380998277,0.0004748338081671415,0.06976744186046512,0.04081632653061224,0.10444874274661509,0.6666666666666666,0.28125,0.2857142857142857,0.00980392156862745,11,84,133,138,1,1,46,1,1,121,161,89,103,1,121,150,3,7,11,1,93,0,1,16,16,6
0,0.0,0.0006662225183211193,0.0010657193605683837,0.011494252873563218,0.0011097247764288937,0.0,0.0,0.1020408163265306,0.0029013539651837525,0.0,0.0,0.0,0.00980392156862745,0,34,57,120,1,4,162,1,1,28,144,139,74,1,48,22,1,51,5,3,98,0,2,11,16,57
0,0.0,0.0006662225183211193,0.0014209591474245115,0.022988505747126436,0.017116962626125245,0.0052231718898385565,0.0033222591362126247,0.061224489795918366,0.006769825918762089,0.0,0.03125,0.0,0.0196078431372549,0,84,142,22,1,6,46,1,1,60,27,116,103,1,121,56,7,7,36,2,135,3,1,103,1,38
0,0.21621621621621623,0.0006662225183211193,0.0010657193605683837,0.16091954022988506,0.0006918532797984755,0.023741690408357077,0.026578073089700997,0.7142857142857142,0.035783365570599614,0.3333333333333333,0.03125,0.0,0.1764705882352941,0,86,134,56,0,4,157,7,1,16,107,71,162,7,166,27,8,107,0,0,78,5,0,48,0,0
1,0.0,0.0,0.0,0.0,0.002755586567402475,0.0,0.0033222591362126247,0.0,0.0,0.0,0.03125,0.0,0.0,0,31,101,137,0,4,152,10,1,30,133,12,38,1,112,60,7,125,5,1,40,0,8,43,8,72
1,0.0,0.02498334443704197,0.0010657193605683837,0.04597701149425287,0.035461915546593656,0.015194681861348529,0.036544850498338874,0.18367346938775508,0.09477756286266925,0.0,0.3125,0.0,0.0392156862745098,9,49,108,20,1,3,44,1,1,30,71,46,165,12,86,140,8,92,34,3,142,0,0,4,2,32
0,0.0,0.012991339107261825,0.00497335701598579,0.5287356321839081,0.012666236968618244,0.42165242165242167,0.03986710963455149,0.18367346938775508,0.8336557059961315,0.0,0.03125,0.0,0.45098039215686275,0,57,14,38,3,4,111,1,1,68,39,23,76,7,20,102,8,55,5,1,6,0,8,90,14,19
0,0.0,0.0006662225183211193,0.0,0.022988505747126436,0.028572949128087468,0.4249762583095917,0.009966777408637873,0.14285714285714285,0.05609284332688588,0.0,0.03125,0.0,0.0196078431372549,0,59,146,117,1,4,160,1,1,23,152,152,17,1,37,87,0,0,0,0,1,0,0,32,0,0
0,0.0,0.004996668887408394,0.005328596802841918,0.12643678160919541,0.008097245793196973,0.05935422602089269,0.013289036544850499,0.7142857142857142,0.10735009671179883,0.0,0.03125,0.0,0.13725490196078433,0,83,30,72,1,6,110,1,1,27,151,167,132,1,132,24,8,88,0,0,166,5,8,121,0,0
1,0.0,0.006329113924050634,0.00817051509769094,0.0,0.08283316874715423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,114,76,1,0,141,7,1,118,30,150,69,1,87,132,8,45,37,1,60,0,0,12,16,59
1,0.02702702702702703,0.000999333777481679,0.02699822380106572,0.04597701149425287,0.0,0.001899335232668566,0.0033222591362126247,0.08163265306122448,0.0038684719535783366,0.3333333333333333,0.03125,0.0,0.0392156862745098,0,18,161,91,1,5,163,1,1,73,117,103,157,7,123,77,8,23,0,0,80,0,6,24,0,0
0,0.02702702702702703,0.00033311125916055963,0.010301953818827708,0.05747126436781609,7.884367860951288e-05,0.002374169040835708,0.0033222591362126247,0.1020408163265306,0.004835589941972921,0.3333333333333333,0.03125,0.0,0.049019607843137254,16,5,91,102,1,0,22,1,1,58,56,98,145,4,95,135,7,40,22,2,127,0,1,75,16,53
0,0.02702702702702703,0.9733510992671552,0.0,0.0,9.461241433141544e-05,0.008072174738841406,0.0664451827242525,0.2040816326530612,0.08123791102514506,0.3333333333333333,0.0625,0.14285714285714285,0.0,6,30,123,108,1,5,161,1,1,2,156,69,39,7,91,31,3,61,5,2,110,0,1,35,1,54
0,0.0,0.018654230512991338,0.0035523978685612786,0.13793103448275862,0.0005893564976061087,0.0,0.0,0.4693877551020408,0.025145067698259187,0.0,0.0,0.0,0.2549019607843137,3,18,45,81,1,4,33,7,1,30,60,132,164,7,105,34,5,84,0,0,24,3,7,65,0,0
0,0.05405405405405406,0.002998001332445037,0.0021314387211367673,0.034482758620689655,9.85545982618911e-06,0.0014245014245014246,0.08305647840531562,0.22448979591836732,0.6982591876208898,0.3333333333333333,0.1875,0.0,0.029411764705882353,0,5,54,119,1,5,117,1,1,119,165,24,142,12,62,35,8,40,14,3,167,5,0,6,16,86
1,0.02702702702702703,0.16455696202531644,0.05506216696269982,0.022988505747126436,1.971091965237822e-06,0.0,0.026578073089700997,0.14285714285714285,0.043520309477756286,0.3333333333333333,0.21875,0.0,0.0,11,44,115,6,1,4,165,1,1,59,3,27,86,1,19,158,8,116,5,3,51,5,2,41,16,71
0,0.0,0.011992005329780148,0.0,0.0,0.5776166738611522,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0,18,22,112,1,4,167,1,0,30,73,77,120,7,46,83,8,119,0,0,69,0,7,7,0,0
0,0.0,0.002998001332445037,0.002841918294849023,0.13793103448275862,0.07754867118835163,0.8641975308641976,0.0,0.3877551020408163,0.30754352030947774,0.0,0.0,0.0,0.11764705882352941,0,76,146,117,1,4,12,1,1,66,91,152,71,8,50,87,8,26,0,0,1,0,2,32,0,0
0,0.13513513513513514,0.00033311125916055963,0.00035523978685612787,0.0,0.0001813404608018796,0.0,0.016611295681063124,0.0,0.0,0.3333333333333333,0.03125,0.0,0.0,0,44,136,42,3,4,123,2,1,8,28,109,12,13,115,112,8,116,5,2,8,0,0,124,4,42
1,0.0,0.00033311125916055963,0.00035523978685612787,0.0,0.03762420343245954,0.0052231718898385565,0.036544850498338874,0.0,0.086073500967118,0.0,0.0625,0.0,0.0,11,74,3,148,6,3,88,0,1,100,51,13,77,1,56,108,8,96,41,2,131,2,0,40,4,79
0,0.0,0.08294470353097935,0.00035523978685612787,0.011494252873563218,0.15693834227223538,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.00980392156862745,22,78,82,128,1,6,112,2,0,30,166,115,161,1,97,40,7,16,0,0,150,0,1,87,0,0
0,0.0,0.00033311125916055963,0.0010657193605683837,0.022988505747126436,0.006208939690499139,0.009971509971509971,0.013289036544850499,0.061224489795918366,0.02321083172147002,0.0,0.0625,0.0,0.0196078431372549,0,46,156,76,6,0,69,1,1,101,150,57,52,7,109,113,8,1,5,1,83,0,0,12,16,60
0,0.0,0.00033311125916055963,0.0035523978685612786,0.022988505747126436,0.0822063615022086,0.039886039886039885,0.0,0.1020408163265306,0.047388781431334626,0.0,0.0,0.0,0.0196078431372549,16,56,148,95,1,4,58,2,1,5,139,160,93,7,114,53,7,11,20,2,31,3,0,23,16,41
1,0.10810810810810811,0.0,0.0021314387211367673,0.06896551724137931,0.0017187921936873806,0.014719848053181387,0.12292358803986711,0.8571428571428571,0.3230174081237911,0.3333333333333333,0.5,0.0,0.058823529411764705,16,75,112,83,6,2,84,1,1,30,160,117,31,1,11,117,8,44,0,0,144,0,2,111,0,0
0,0.0,0.012991339107261825,0.0,0.0,0.08516102835810009,0.32288698955365625,0.0,0.04081632653061224,0.019342359767891684,0.0,0.0,0.0,0.0,11,16,15,28,6,5,113,1,0,115,108,22,5,4,128,50,4,122,0,0,55,0,1,12,0,0
0,0.0,0.00033311125916055963,0.0021314387211367673,0.06896551724137931,0.24446862317255133,0.0,0.0,0.1020408163265306,0.0183752417794971,0.0,0.0,0.0,0.058823529411764705,0,18,116,8,1,5,164,5,0,141,61,100,36,1,59,133,8,63,0,0,95,3,1,73,0,0
1,0.05405405405405406,0.002331778814123917,0.0,0.0,0.0005913275895713466,0.011870845204178538,0.006644518272425249,0.5102040816326531,0.06576402321083172,0.3333333333333333,0.03125,0.0,0.0,9,18,124,114,1,4,0,1,1,76,48,146,88,2,168,159,8,98,0,0,52,0,0,9,0,0
